id,public_petition_text,reason_category
3271948,"Затоплена дорога по между домами 117, 115/1 и 115/5
Вода не уходит, плохо работает ливневка",Благоустройство
3116793,Граффити на кабельном киоске,Благоустройство
3213087,Отремонтировать стену,Фасад
3015559,Уже неделю открыт вход в подвал! Управляющей компании это совсем не интересно???,Подвалы
3013419,Надписи между первым и вторым этажом. Сломанное информационное табло. Отваливается штукурка.,Содержание МКД
2993074,"самовольные п/сферы,
ограничивающие радиус поворота и поставленные с нарушением безопасности ПДД.",Благоустройство
3147115,Очень скользкий пол,Содержание МКД
3237748,прошу убрать рекламу,Благоустройство
3271685,"Сегодня, 15.03.2021 (дата и время в нижнем правом углу фотографий) выявлены остатки вандальных надписей на инфостенде детской площадки между д.6 к.1 и к.2 по Апрельской. Требую незамедлительно качественно отчистить или заменить объект дворовой инфраструктуры!  см. фотофиксацию.",Благоустройство
3332434,Нелегальная реклама на столбе со светофором,Благоустройство
3312541,"Добрый вечер! На колонне во дворе нарисовано граффити, просьба его закрасить.",Благоустройство
3045160,Мусор не убирается,Благоустройство
3000703,Прошу восстановить дорожный знак,Благоустройство
3243234,"Ул. Тельмана дом 48 корп 3 6 парадная
Грязь в парадной.",Содержание МКД
3270219,"Не горит одна лампа, вторая светит очень тускло синим светом, ничего не видно. Доблести 26к2, 5 парадная, 9 этаж",Содержание МКД
3027006,"несанкционированные провода без кабелей каналов
энгельса д 129 кор 1 парадная 1 этаж 12/
НА ФОТОФИКСАЦИИ ОТМЕЧЕНО
Проблема не решена полность. Осталась часть проводов висящих на стене.

На фотофиксации отмечено
Провода до сих пор висят согласно фотофиксации",Содержание МКД
3166469,Отсутствует освещение между вторым и третьим этажом. 2 подъезд.,Содержание МКД
2962826,"Во дворе, у кирпичной стены, покрашенной в жёлтый цвет, снесли гараж, осталась яма без покрытия.
Требуется восстановить покрытие на данном участке.",Благоустройство
3036141,"На фасаде нашего дома установлены 4 бетонных вазона, как архитектурный элемент. Две из них от ветра крошились, поэтому были два года назад обмотаны сеткой. Представители ЖКС заверяли, что без проекта ничего больше сделать не могут. Сегодня 24.11.2020 пришли представители ""ЖКС N1 Выборгского района"" с целью демонтировать эти вазоны. Не было предоставлено ни одного разрешающего документа не из районной Администрации, не из Комитета по градостроительству. Убедительная просьба отреставрировать вазоны по всем правилам предусмотренными законодательством РФ с предоставлением собственникам МКД всех проектов и актов, в том числе акта приема передачи на ответственное хранение, если таковое понадобится.",Фасад
3324380,мусор на дереве,Благоустройство
2949179,"В доме 14, лестница 4 весь октябрь лифт работает не стабильно - днём работает, вечером нет. С 19 октября и по сегодняшний день не работает вообще.",Содержание МКД
3084454,"Неудовлетворительное состояние парадной 11 этаж, сломана противопожарная сирена",Содержание МКД
3080880,надписи маркером в лифте,Содержание МКД
3234715,Из подвала ( возможно и из мусоропровода)идёт зловонный запах. Просьба провести дезинсекцию и дезинфекцию. Третья парадная. Фото сделано на 1 этаже у лифта,Санитарное состояние
3271453,"отсутствует заглушка подоконника в холле МОП сразу после входной двери. ""УК Комфорт сервис"" не производит ремонт.",Содержание МКД
3121402,Разукомплектованным транспортное средство￼,Благоустройство
3164450,объявления на знаках,Благоустройство
2982727,Упало дерево,Благоустройство
3080394,Нужно убрать в парадной. Лестницы уже давно очень грязные. 3 парадная,Содержание МКД
3187410,"Внешний вид электрощитов не удовлетворяет требованиям ПТЭЭП (отсутствуют предупреждающие знаки, диспетчерские наименования)
Во всей парадной на этажах 

Пример фото 2",Содержание МКД
3231436,"Тротуар неочищенный, травмоопасный. 
Ул. Егорова, 23",Благоустройство
3242285,рисунки на знаках,Благоустройство
3212638,куча спиленных веток,Благоустройство
3117747,Сбита краска на трубах на 7 этаже,Содержание МКД
3165956,снег на дороге,Благоустройство
3254654,"Не до конца закрытый люк, при наступе, крышка перевернется и кто-то может упасть",Повреждения или неисправность элементов уличной инфраструктуры
3083259,"Ужасно работают лифты в 4 парадной. И грузовой и пассажирский, индикация этажей в лифтах ужасает цифрами, порой показывает - 98 этаж. Страшно, что лифты как-нибудь окончательно сломаются с пассажирами внутри! А если дети?? Проблема не решается управляющей компанией уже 4 месяца",Содержание МКД
3059915,Мусор.,Благоустройство
3177904,"Сломан доводчик во втором подъезде. Петергоф, Ботаническая ул дом7 корпус 1, 2 подъезд",Содержание МКД
3220516,"Дворник складирует снег к фасаду дома, что вызывает намокание фасада и дальнейшую отслойку штукатурного слоя! Необходимо прекратить складирование снега вблизи фасада!!!!!",Благоустройство
3365498,"Добрый день. 
Просьба отремонтировать дорожное покрытие.",Благоустройство
3266940,Необходимо убрать мусор во дворе из под окон жилого дома у 2-го подъезда.,Благоустройство
3193924,Грязный треснутый плафон светильника с ртутной лампой 1 парадная 9 этаж,Содержание МКД
3288126,"Лестница номер 4. Больше месяца не было уборки. Грязно, песок скрепит под ногами.",Содержание МКД
3371868,сломано крепление площадки,Благоустройство
2981252,реклама на опоре освещёния,Благоустройство
3073974,полная мусора,Благоустройство
2970574,"У двух Ящиков расположенных в холле первого этажа предназначенных для пожарных гидрантов сорваны пломбы и отсутствуют пожарный рукав, что нарушает требования пожарной безопасности￼!",Содержание МКД
2998205,"Необходимо привести в порядок поврежденный участок декоративной плиты цоколя между подъездами №8 и №9. Собственники ежемесячно оплачивают услуги ТСЖ ""Суворовский-61"" по текущему ремонту, данная проблема НЕ относится к капитальному ремонту фасада. Необходимо выполнить текущий ремонт.   

Методическим пособием по содержанию и ремонту жилищного фонда предусмотрен перечень обязательных работ, входящих в плату за текущий ремонт, осуществляемый ТСЖ. Состояние облицовочных плит входит в перечень. Содержание и текущий ремонт общего домового имущества ежемесячно оплачивается собственниками (скан квитанции ТСЖ с соответствующими статьями расходов см. в приложении).",Фасад
2949209,Не работает освещение у парадной 4,Содержание МКД
3302281,"Добрый день! На пешеходной дорожке рядом с домо по адресу пр.Луначарского д.76, корп.2 (со стороны пр.Культуры) в асфальтовом покрытии образовалась большая яма (фото придлагаю). Яма представляет особую опасность для деток, тк по этой дорожке много детей едут на самокатах и велосипедах в сторону парка Сосновка. Попадание колес самокатов приведет к падению ребенка и возможны травмы. Просим устранить яму.",Благоустройство
3300114,"уберите, выкинутую ёлку с газона",Благоустройство
3154242,мусор возле подъезда,Благоустройство
3046398,Плитка на тротуаре.,Благоустройство
3069342,У дома со стороны ул.Тракторной кучи мусора. Просьба привести в порядок.,Благоустройство
3019919,"Предложение по замене покрытия, возможно ли заменить покрытие на более современное, и менее травмоопасное, которое устанавливают на новых площадках, так же возможно расширить саму площадку, так как из за строительства садика, на много домов осталась только одна  площадка, вторую демонтировали",Благоустройство
3309724,множество мелкого мусора вдоль тепловозной улицы,Благоустройство
3195880,Прошу восстановить освещение на столбе.,Благоустройство
3347447,Песок на проезжей части (вдоль трёх автоцентров и до поворота  на шоссе),Благоустройство
3275894,"не убирают мусор на дороге
Мусор не был убран. Проблема не решена.",Благоустройство
3298169,"Добрый день, при входе в парадную (подъезд) номер 1 по адресу Колпино, Тосненский переулок, 40, ступенька раскрошилась. Дети и взрослые спотыкаются и падают. Просьба отреставрировать, выровнять. Я живу в квартире 5. С уважением
X XXXXX XXXXX",Содержание МКД
2983993,Несанкционированные надписи.,Благоустройство
3074245,объявление,Благоустройство
3363268,очистите о о,Благоустройство
3121905,яма,Благоустройство
2973795,"Неудовлетворительное качество подачи ГВС, а именно низкая температура воды (в ""горячем кране""), вплоть до холодной, по стояку ГВС кухни, не зависимо от времени суток.
6й этаж Коллонтай 23-2-
XX
. Хотя по нормам д.б. не ниже 60 градусов.",Водоснабжение
3221761,проезды около дома кондратьевский 68 к4 не чистятся. скорой не проехать или другим экстркнным службам.,Благоустройство
3147418,снег на дороге,Благоустройство
3230210,"Прошу разобраться в законности данной рекламной конструкции и демонтировать ее,если она размещена незаконно",Незаконная информационная и (или) рекламная конструкция
3199075,"проспект Просвещения, дом 53, корпус 1, литера А
12 пар 

Просьба убрать рекламу",Нарушение порядка пользования общим имуществом
3261359,Неубранный лед на проезжей части. занимает большую часть полосы движения и создает аварийную ситуацию.,Благоустройство
3160761,"Мусор не убирается, весь мусор разлетается по двору.",Содержание МКД
3261979,"Отсутствует косметический ремонт на этажах
(в данном случае 1 парадная, 7 этаж). Грязные стены, грязная батарея,двери рассохлись и на них облупилась краска, кое - где уже отваливается штукатурка, в полу у лифта дырка. К сожалению, пять фотографий не могут передать все грязные стены и разрушения на этаже.
Просим произвести косметический ремонт этажа и  устранить имеющиеся дефекты.",Содержание МКД
3124095,"Входная дверь  парадной  со щелями  между рамой двери и полом. Между дверью и рамой двери щели.
Дверь обмерзает, плохо закрывается.
На фото щели  до сильного мороза и сегодня при морозе - 13.",Содержание МКД
3255679,"При косметическом ремонте подъезда по адресу Оранжерейная ул. Д.64 подъезд 4, используется краска с сильным запахом, который не выветривается в течении трёх дней с момента первого нанесения (04.03.2021) в квартирах находится не возможно , обращались ЖСК Пушкинский Оранжерейная 62, для разъяснений и предоставления сертификата на используемые компоненты при ремонте, были посланы в очень грубой форме. 06.03.2021 и 07.03.2021 продолжается покраска вторым и третим слоем , теперь ещё покрасили батареи , тошнотворная вонь усилилась в разы .",Содержание МКД
3213765,"Наличная ул.д.25,на фасаде дома расположена рекламная конструкция требуется проверка на законность размещения",Незаконная информационная и (или) рекламная конструкция
3220848,Снег на тротуаре.,Благоустройство
3335160,дырка рядом со вторым подъездом,Благоустройство
3013342,"На ул. Купчинская у дома 13 к.1 несколько лет стоит брошенный автобус. Разбито лобовое стекло, сдуты колеса, вырваны приборы в салоне - разукомплектованное транспортное средство. Периодически открыты двери и внутрь заходят молодые люди, тут же выходят и отдают что-то другим людям. Судя по всему продают наркотики, заложенные в автобусе. Также автобус мешает парковке, а зимой будет мешать уборке снега. Прошу помочь убрать данный автобус.",Благоустройство
3291774,Падает ограждение тротуара,Благоустройство
2981365,"Во дворе дома 48/1 (напротив подъезда №3) стоит брошенное разукомплектованное транспортное средство без государственных регистрационных знаков (Шкода Октавия, цвет синий). Препятствует проезду коммунальных служб и скоро помощи.
Признаки разукомплектованности: отсутствует правая фара, отсутствует нижняя часть бампера, отсутствуют гос.номера",Благоустройство
3300934,"Снова Администрация Приморского района отчитается о том, что не видит незаконную торговлю, что процветает здесь более 5 лет?","Незаконная реализация товаров с торгового оборудования (прилавок, ящик, с земли)"
3265264,"Во внутреннем дворе на фасаде не работает светильник (перегорела лампа). 
Просьба заменить светильник на современный светодиодный или установить светодиодную лампу в существующий.",Содержание МКД
3196784,"Неудовлетворительное состояние охраняемого элемента дома-памятника регионального значения - стекло правой створки деревянной двери 6 этажа заменено на фанеру. 
Согласно письма КГИОП от 29.01.2021 N 01-19–8/21-0-1 долю в коммунальной квартире на праве общедолевой собственности зарегистрировано право собственность СПб. 
Соответственно администрация центрального района В ТОМ ЧИСЛЕ несёт ответственность за поддержание двери в надлежащем, сохранном состоянии. 
Прошу произвести реставрацию поврежденной части двери должным образом (заменить фанеру на стекло), приведя в надлежащий вид. Прошу произвести реставрацию качественно, недопуская ухудшения состояния.
Прошу принять настоящее сообщение аналогично 3188698, 3188711,  3187301, 3189772 и многим др.",Содержание МКД
3211170,Снег на тротуаре.,Благоустройство
3226648,"Завалена снегом парковка для машин вдоль проезжей части Выборгская набережная 47 - 50 Машины ставят третьим рядом, что мешает нормальному движению машин!",Благоустройство
3052396,Две крупные ветки мешают проходу по тротуару. Их надо спилить около ствола.Очень опасно для глаз!!! Особенно для людей с плохим зрением,Благоустройство
2990737,"Здравствуйте, в шестой раз пишу о том, что проблема с протечкой в подъезде не решается, а замазывается новым слоем краски. Фото прилагаю. Предыдущие обращения: https://gorod.gov.spb.ru/problems/595459/ https://gorod.gov.spb.ru/problems/443400/ https://gorod.gov.spb.ru/problems/1108537/ https://gorod.gov.spb.ru/problems/1980043/
№2836206
 Адрес - Кубинская, 36, подъезд 2",Содержание МКД
3284874,Просим убрать граффити с дорожного знака.,Благоустройство
3371846,"Здравствуйте!
По адресу Ланское шоссе дом 9, прямо у входа в институт( фото приложила) огромные ямы в асфальте. Просьба заделать.",Благоустройство
3033769,"Незаконный само захват территории для организачии парковочных мест для своего автомобиля. Стоят стальные столбы и натянута цепочка (которую не видно в темноте и можно получить травму). Прошу отреагировать и принять меры по ликвидации столбов и незаконной парковки. проспект Маршала Жукова, 28к3 на против 6 парадной.",Благоустройство
2992475,Неубранный мусор,Содержание МКД
3331938,Стены между 1 и 2 эт. парадной (лестница 2) исцарапаны и измазаны грязью.,Содержание МКД
3328180,очистите о о,Благоустройство
3096128,Ночью с 22 на 23 декабря был отключен стояк холодной воды на кухне.,Водоснабжение
3089878,"Осталось основание от фонарного столба. Необходимо, либо восстановить, либо демонтировать с восстановлением покрытия.",Благоустройство
3059240,"Мусор на придомовой территории и газоне виде окурков.
Дворника уже месяц не видели.",Благоустройство
3065404,"Много мусора. Дворник складирует картон, для сдачи на макулатуру возле мусорного контейнера.",Благоустройство
3165321,мусор у дома,Благоустройство
3342436,Рисунки,Благоустройство
3354666,"Песок, пыль и грязь на асфальте. На протяжении проезда вдоль академии",Благоустройство
3294500,Повреждение дорожного покрытия,Благоустройство
3147234,Граффити,Благоустройство
3287028,очистить,Благоустройство
3309468,"Установлена незаконная наружная решётка глухого типа на фасаде МКД, со стороны парадной № 7. На фото решётка выделена.",Нарушение правил пользования общим имуществом
3358005,просьба удалить надписи в пассажирском лифте и восстановить окраску стен,Содержание МКД
3170137,"В 6 подъезде ,на входной двери,ведущей на лестницу,сломана ручка. Просьба починить.",Содержание МКД
3361168,"На газоне находятся старые покрышки у каждой парадной, опасные отходы, надо вывести. 
Я изучил уже поданные сообщения и выбрал фрагменты не вошедшие в те сообщения",Благоустройство
2977853,торговля,"Незаконная реализация товаров с торгового оборудования (прилавок, ящик, с земли)"
3202595,Реклама на дорожном знаке,Благоустройство
3233413,"дорожки до школы 594 не очищенные ,скользкий",Благоустройство
3283185,граффити на опоре ЗСД,Благоустройство
3259215,"Наблюдается разрушение асфальтобетонного покрытия проезжей части. 
Просьба провести работы по ямочному ремонту латками. 
Координаты места 59.861064, 30.263523",Благоустройство
3247641,уберите,Благоустройство
3033335,Незаконная рекламная конструкция на тротуаре.,Незаконная информационная и (или) рекламная конструкция
3289461,Необходимо выправить завалившийся поребрик.,Благоустройство
3262326,мусор,Благоустройство
3088238,На 4 этаже первой парадной перегорела лампочка,Содержание МКД
3178146,Прошу закрасить граффити,Благоустройство
3096872,между домами 44к2 и 44к3 на информационном щите неприличный рисунок,Благоустройство
3264493,"Сломан подоконник,отсутствует ручка открывания окна,постоянно мусор",Содержание МКД
3313854,подземный паркинг жилого дома обустраивают под коммерческое помещение. на полу видна разметка для машин.,Нарушение порядка пользования общим имуществом
3312284,"Ямы, разрушения, дефекты разного размера.",Благоустройство
3049183,"Здравствуйте, в парадной на первом этаже, расколот цементный пол.",Содержание МКД
2971144,Не убраны листья с газона,Благоустройство
3091510,мусор забирается из одного контейнера,Содержание МКД
3366353,Убрать палки.,Благоустройство
3071969,Бумажные объявления на сооружении,Благоустройство
2984886,"Самовольно размещена Антена в виде тарелки на фасаде дома , необходимо демонтировать .",Нарушение правил пользования общим имуществом
3185241,Отсутствует доводчик на двери. 2 парадная.,Содержание МКД
3144878,"Самозахват общего имущества  (части лестничного пространства) - кв.203,204,205 без решения общего собрания собственников. Суд состоялся, решение суда не предоставлено.",Нарушение правил пользования общим имуществом
3045918,"Разрушена облицовка в парадной №7 16 этаж, повреждены стены, разрушено апольное покрытие
Проблема устранена не качественно:
1) Ремонт сделан не качественно( перепутаны цвета, ремонтированная часть сильно отличается от исходной, фото с отметками после ремонта, фото без отметок как сделано у соседней двери)
2) Ремонт был произведен более чем в 45 дневный срок.",Содержание МКД
3058717,Прошу закрасить граффити,Благоустройство
3093289,"Отсутствие освещения в 2 парадной четвертый (или пятый) день, свет есть только на первом этаже",Содержание МКД
3231562,"Сугробы во дворе
Падение ледяных глыб с крыши, сосульки",Благоустройство
3196070,сильно разросшийся клён заслоняет свет в квартирах с 1 по 9 этаж парадной 2. при сильном ветре ветки  бьют по окнам квартир. требуется спилить данное дерево,Благоустройство
3134790,Надписи на стене.,Благоустройство
2954130,Просьба произвести уборку лестницы,Содержание МКД
3023001,"Необходимо занижение бордюрного камня на пересечении дорожки и проезда. Существующее занижение выполнено не по нормативам, не обеспечивает доступную среду",Благоустройство
3132495,Нет ручек на окнах,Содержание МКД
2974320,сделать будку приличной,Благоустройство
3320931,"рекламная надпись, предположительно связана с распространением запрещенных наркотических веществ.",Благоустройство
3362575,Последствия ремонтных работ.на месте ничего не происходит,Благоустройство
3200831,уберите,Благоустройство
3001809,Сломан козырёк над парадной №14,Кровля
3359906,Убрать наклейки на дверях лифта.,Содержание МКД
3172900,Надписи на щитке в арке.,Благоустройство
3342037,"почините пожалуйста ""лежачий полицейский"" во дворе( не хватает) одной секции",Благоустройство
3039538,Наркотрафарет на фаседе дома. Рядом с магазином с фермерскими продуктами.,Благоустройство
3305982,"Не работает доводчик, недостаточно примагничивает дверь .Парадная 5",Содержание МКД
3086720,Здравствуйте. Прошу закрыть электрический шкаф.,Содержание МКД
3282112,"Грффите с рекламой 
XXXXXXX
 снарудного фасада ближе к метро",Благоустройство
3174833,После замены лампочки появилась реклама у светильника. Просьба убрать. 4 этаж. 7 подъезд.,Содержание МКД
3330839,Покраска стен в подъезде (где кВ.25) потрескалась и осыпалась. Необходимо произвести ремонт и покраску стен,Содержание МКД
3324261,мусор и окурки на газоне.,Благоустройство
3082767,4 урны из 5 переполнены,Благоустройство
2964022,очень глубокая яма снова размыло после частичного ремонта.,Благоустройство
3144507,Отваливается штукатурка на стене.,Фасад
3282454,реклама так и висит,Незаконная информационная и (или) рекламная конструкция
3260298,Отсутствует уборка  в течение трёх месяцев,Содержание МКД
3071312,"Первая парадная. Мусор и грязь. В парадной идёт ремонт. Более недели на полу лежит содранная штукатурка, краска, инвентарь. Просьба хоть один раз протереть пол.",Содержание МКД
3345081,Убрать с газона ветки.,Благоустройство
3259154,"Несанкционированные надписи на кабельном шкафе.

Согласно ст. 37_1 Закона Санкт-Петербурга от 12 мая 2010 года № 273-70 ""Об административных правонарушениях в Санкт-Петербурге"": ""Самовольное нанесение надписей и рисунков, вывешивание, установка и расклеивание объявлений ... в не установленных для этого местах влекут наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от семидесяти тысяч до ста тысяч рублей"" (в редакции, введенной в действие с 19 мая 2019 года Законом Санкт-Петербурга от 7 мая 2019 года N 217-51).

Администрация Невского района и Комитет по вопросам законности, правопорядка и безопасности уполномочены привлекать нарушителей к административной ответственности (см. статьи 48 и 51 Закона СПб № 273-70).",Благоустройство
3130377,Надписи на гараже,Благоустройство
3072986,реклама на светофоре и знаках,Благоустройство
3296135,Надписи на стенах,Благоустройство
3011647,листва,Благоустройство
3294122,"Здание (архитектурный памятник Музыкальный павильон арх-р Росси) в аварийном состоянии - следы намокания, плесени по всему периметру, трещины в штукатурном слое, отслоение окрасочного слоя, намокание на потолке. Частичная утрата мраморных фрагментов колонн. Необходимо начать реставрацию.",Фасад
3358678,"Необходимо вымыть стены в подъезде № 1 по адресу Бабушкина 52 (в соответствии с Постановлением N 354  ""О предоставлении коммунальных услуг собственникам и пользователям помещений в многоквартирных домах и жилых домов"" )",Содержание МКД
3099820,Надписи на мусорной площадке.,Содержание МКД
3045271,Дыры в дверном проеме и стенах парадной,Содержание МКД
3002807,"Пулковском шоссе, 71, выезд с АЗС «Киришиавтосервис». 
Продажа омывающей жидкости с машины на выезде с АЗС в полосе разгона. 
Затрудняет выезд на скоростное шоссе!!!!","Незаконная реализация товаров с торгового оборудования (прилавок, ящик, с земли)"
3338569,"Здравствуйте, подметите асфальт от песка и грязи. Ветер всё это разносит и летит на людей.",Благоустройство
3276245,"Низкая температура горячей воды постоянно. Начиная с сентября месяца, УК решить проблему не может. НЕ ЕЕ ПОЛНОЕ ОТСУТСТВИЕ, А НИЗКАЯ ТЕМПЕРАТУРА.",Водоснабжение
3376397,"Незаконные надписи на фасаде со стороны ул. Коллонтай. 
Просьба провести работы по очистке/закраске.",Благоустройство
3350737,Убрать листву с проезжей части.,Благоустройство
2997956,"Прошёл год с момента сдачи дома, а в лифтах полностью так и не убрали защитные плёнки. Как в самих кабинах, так и в арках лифтов

Комендантский 64/1",Содержание МКД
3020524,"Остутствует часть адресной вывески со стороны парфеновский улицы

Необходимо вернуть  вывеску в такой же стилистике, что и была!",Фасад
3196897,"Самовольно размещенные решетки окон 1-го этажа между подъездами №8 и №7 уродуют фасад дома и нарушают архитектурный облик здания со стороны Дегтярного переулка .

В отношении размещения инженерного и технического оборудования на фасаде требуется разработка листа согласования, полученного на основании обращения в Комитет по градостроительству и архитектуре. Законом Санкт-Петербурга «Об административных правонарушениях в Санкт-Петербурге» № 273-70 от 12.05.2010 статьёй 18 предусмотрена административная ответственность за самовольное переоборудование фасада здания, частью 1 статьи 16 — за самовольное размещение элемента благоустройства. 

ТСЖ ""Суворовский-61"" обязано следить за содержанием фасада. Должностные лица ТСЖ не исполняют свои прямые обязанности по содержанию общего домового имущества, что многократно подтверждено актами осмотров Администрации Центрального р-на в 2020 году, но нарушения так и не устранены в 2021 году. 

Все решетки должны быть удалены с фасада.",Нарушение правил пользования общим имуществом
3370742,"На кольце автобусном на Геологическая 75 отстаивается маршрутка 449. Водители забросали пластиковыми контейнерами от еды, пластиковыми стаканчиками, бутылками от воды все газоны на кольце. На замечания не реагируют. В туалет ходят куда придётся. Для них не организовано ничего.",Благоустройство
3112118,Сломана ручка,Содержание МКД
3181566,СПб г.Пушкин д. Александровская Территория Рехколовская (бывший СНТ) 4 линия от южной до северной не чиститься снег после окончания снегопада 03 февраля.2021.,Благоустройство
3217778,"Не убран внутридворовый проезд и парковки, все завалено снегом, машинам не проехать. Территория закреплена за ЖКС 1. Сотрудники ЖКС 1 за 3 месяца были замечены 1 раз. Нет никакой ежедневной уборки по графику.",Благоустройство
3193073,неубранный снег на дороге,Благоустройство
2965392,"4 парадная, требуется косметический ремонт",Содержание МКД
3251208,незаконная торговля вне ларька не прекращалась,"Незаконная реализация товаров с торгового оборудования (прилавок, ящик, с земли)"
3350365,повреждение дорожного покрытия проезжей части,Благоустройство
3281536,Труба на первом этаже не в порядке. Четвёртая  парадная,Водоснабжение
2977354,мусор,Благоустройство
3119393,"По адресу пулковское шоссе, 42,к 6, стр 1, 13 парадная, с 14 декабря не производится уборка на этажах. УК отвечает, что делает уборку , по факту нет, жильцы сами убираются на этажах, при этом УК выставляет завышенные счета за содержание МКД (490 руб+ уборка моп 250 руб) по сравнению с другими ЖК где сложностей с мытьем полов не возникает.",Содержание МКД
