Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],NC2.5,Fire Alarm,IsItDay?,Weekday_0,Weekday_1,Weekday_2
20.53,55.97,323.0,400.0,13107.0,19891,939.702,0.0289999999999999,1,1,0,0,1
20.46,56.56,318.0,400.0,13117.0,19899,939.706,0.0289999999999999,1,1,0,0,1
20.37,57.09,319.0,400.0,13110.0,19894,939.703,0.027,1,1,0,0,1
20.32,57.54,313.0,400.0,13122.0,19904,939.699,0.027,1,1,0,0,1
20.26,57.85,316.0,400.0,13119.0,19902,939.698,0.027,1,1,0,0,1
20.23,58.21,318.0,400.0,13113.0,19899,939.698,0.027,1,1,0,0,1
20.18,58.44,317.0,400.0,13115.0,19911,939.7,0.027,1,1,0,0,1
20.15,58.72,317.0,400.0,13117.0,19899,939.709,0.027,1,1,0,0,1
20.12,58.92,313.0,400.0,13115.0,19897,939.707,0.0279999999999999,1,1,0,0,1
20.05,59.23,319.0,400.0,13121.0,19908,939.703,0.0289999999999999,1,1,0,0,1
20.02,59.33,314.0,400.0,13116.0,19905,939.695,0.0289999999999999,1,1,0,0,1
21.59,58.81,288.0,400.0,13135.0,19923,939.67,0.033,1,1,0,0,1
21.69,57.96,294.0,400.0,13136.0,19923,939.672,0.032,1,1,0,0,1
21.8,57.2,292.0,400.0,13125.0,19920,939.676,0.032,1,1,0,0,1
21.87,56.49,300.0,400.0,13127.0,19914,939.68,0.031,1,1,0,0,1
21.94,55.95,293.0,400.0,13127.0,19914,939.679,0.03,1,1,0,0,1
22.0,55.5,303.0,400.0,13128.0,19914,939.67,0.03,1,1,0,0,1
22.04,55.15,288.0,400.0,13131.0,19919,939.685,0.03,1,1,0,0,1
22.09,54.8,296.0,400.0,13129.0,19911,939.685,0.03,1,1,0,0,1
22.14,54.47,306.0,400.0,13125.0,19908,939.673,0.031,1,1,0,0,1
22.19,54.25,302.0,400.0,13127.0,19912,939.671,0.032,1,1,0,0,1
22.21,54.04,302.0,400.0,13125.0,19913,939.675,0.032,1,1,0,0,1
22.22,53.89,299.0,400.0,13125.0,19917,939.673,0.032,1,1,0,0,1
22.28,53.72,299.0,400.0,13131.0,19913,939.672,0.032,1,1,0,0,1
22.32,53.55,296.0,400.0,13118.0,19911,939.677,0.032,1,1,0,0,1
22.33,53.45,299.0,400.0,13121.0,19912,939.674,0.032,1,1,0,0,1
22.36,53.19,301.0,400.0,13124.0,19908,939.656,0.031,1,1,0,0,1
22.42,53.12,304.0,400.0,13123.0,19908,939.652,0.031,1,1,0,0,1
22.42,53.03,307.0,400.0,13122.0,19906,939.66,0.031,1,1,0,0,1
22.43,52.94,302.0,400.0,13123.0,19913,939.672,0.031,1,1,0,0,1
22.43,52.83,306.0,400.0,13119.0,19917,939.671,0.031,1,1,0,0,1
22.48,52.75,303.0,400.0,13115.0,19903,939.676,0.031,1,1,0,0,1
22.49,52.71,303.0,400.0,13122.0,19909,939.668,0.03,1,1,0,0,1
22.52,52.65,313.0,400.0,13120.0,19909,939.674,0.03,1,1,0,0,1
22.52,52.54,302.0,400.0,13123.0,19908,939.668,0.03,1,1,0,0,1
22.53,52.56,311.0,400.0,13123.0,19903,939.668,0.03,1,1,0,0,1
22.55,52.46,308.0,400.0,13119.0,19903,939.662,0.0289999999999999,1,1,0,0,1
22.59,52.4,310.0,400.0,13123.0,19903,939.664,0.0289999999999999,1,1,0,0,1
21.38,52.32,332.0,400.0,13101.0,19883,939.671,0.0289999999999999,1,1,0,0,1
20.99,52.84,324.0,400.0,13102.0,19875,939.669,0.0289999999999999,1,1,0,0,1
20.81,53.63,336.0,400.0,13104.0,19883,939.659,0.0279999999999999,1,1,0,0,1
20.71,54.35,335.0,400.0,13098.0,19875,939.653,0.0279999999999999,1,1,0,0,1
20.6,55.02,335.0,400.0,13101.0,19881,939.663,0.027,1,1,0,0,1
20.51,55.61,333.0,400.0,13103.0,19881,939.675,0.027,1,1,0,0,1
20.44,56.11,321.0,400.0,13106.0,19892,939.671,0.027,1,1,0,0,1
20.4,56.5,326.0,400.0,13107.0,19885,939.674,0.0279999999999999,1,1,0,0,1
20.36,56.9,328.0,400.0,13112.0,19881,939.677,0.0279999999999999,1,1,0,0,1
20.3,57.17,332.0,400.0,13108.0,19879,939.685,0.0279999999999999,1,1,0,0,1
20.27,57.44,321.0,400.0,13109.0,19889,939.684,0.0289999999999999,1,1,0,0,1
20.23,57.67,321.0,400.0,13113.0,19892,939.703,0.031,1,1,0,0,1
20.2,57.89,330.0,400.0,13103.0,19884,939.696,0.032,1,1,0,0,1
20.2,58.03,327.0,400.0,13109.0,19888,939.686,0.032,1,1,0,0,1
20.13,58.2,330.0,400.0,13110.0,19891,939.69,0.032,1,1,0,0,1
20.1,58.35,326.0,400.0,13106.0,19886,939.681,0.032,1,1,0,0,1
20.09,58.45,325.0,400.0,13114.0,19895,939.673,0.032,1,1,0,0,1
20.06,58.54,324.0,400.0,13106.0,19887,939.67,0.033,1,1,0,0,1
20.05,58.64,318.0,400.0,13112.0,19895,939.672,0.033,1,1,0,0,1
20.04,58.74,332.0,400.0,13116.0,19894,939.673,0.034,1,1,0,0,1
20.02,58.82,317.0,400.0,13113.0,19898,939.676,0.035,1,1,0,0,1
20.01,58.88,323.0,400.0,13105.0,19888,939.68,0.034,1,1,0,0,1
19.97,58.94,321.0,400.0,13113.0,19886,939.698,0.035,1,1,0,0,1
19.98,58.98,319.0,400.0,13109.0,19889,939.705,0.035,1,1,0,0,1
19.97,59.08,320.0,400.0,13109.0,19891,939.697,0.035,1,1,0,0,1
19.93,59.1,327.0,400.0,13112.0,19886,939.693,0.035,1,1,0,0,1
19.92,59.13,320.0,400.0,13107.0,19884,939.677,0.035,1,1,0,0,1
19.92,59.22,324.0,400.0,13105.0,19890,939.681,0.035,1,1,0,0,1
19.91,59.23,315.0,400.0,13117.0,19894,939.689,0.036,1,1,0,0,1
19.89,59.24,329.0,400.0,13105.0,19887,939.701,0.037,1,1,0,0,1
21.12,59.37,305.0,400.0,13127.0,19911,939.708,0.037,1,1,0,0,1
21.49,58.73,298.0,400.0,13133.0,19923,939.709,0.037,1,1,0,0,1
21.66,57.83,301.0,400.0,13128.0,19917,939.709,0.037,1,1,0,0,1
21.8,56.99,303.0,400.0,13127.0,19911,939.722,0.038,1,1,0,0,1
21.9,56.19,308.0,400.0,13122.0,19903,939.708,0.038,1,1,0,0,1
21.94,55.57,314.0,400.0,13116.0,19902,939.703,0.037,1,1,0,0,1
22.02,55.04,320.0,400.0,13121.0,19899,939.699,0.037,1,1,0,0,1
22.08,54.58,311.0,400.0,13122.0,19905,939.695,0.036,1,1,0,0,1
22.14,54.19,326.0,400.0,13114.0,19901,939.686,0.036,1,1,0,0,1
22.21,53.59,313.0,400.0,13116.0,19902,939.687,0.035,1,1,0,0,1
22.25,53.38,327.0,400.0,13113.0,19883,939.69,0.035,1,1,0,0,1
22.29,53.17,321.0,400.0,13113.0,19894,939.685,0.035,1,1,0,0,1
22.3,53.01,317.0,400.0,13113.0,19895,939.685,0.035,1,1,0,0,1
22.35,52.88,318.0,400.0,13110.0,19887,939.675,0.034,1,1,0,0,1
22.36,52.73,323.0,400.0,13113.0,19886,939.684,0.033,1,1,0,0,1
22.4,52.62,314.0,400.0,13117.0,19897,939.682,0.032,1,1,0,0,1
22.43,52.54,322.0,400.0,13117.0,19892,939.685,0.032,1,1,0,0,1
22.45,52.41,320.0,400.0,13118.0,19892,939.678,0.031,1,1,0,0,1
22.48,52.28,314.0,400.0,13112.0,19899,939.681,0.031,1,1,0,0,1
22.49,52.19,309.0,400.0,13112.0,19891,939.682,0.031,1,1,0,0,1
22.51,52.16,321.0,400.0,13114.0,19895,939.674,0.031,1,1,0,0,1
22.52,52.07,312.0,400.0,13119.0,19896,939.683,0.031,1,1,0,0,1
22.56,52.0,320.0,400.0,13110.0,19894,939.684,0.032,1,1,0,0,1
22.57,51.94,320.0,400.0,13109.0,19893,939.686,0.033,1,1,0,0,1
22.57,51.89,320.0,400.0,13113.0,19883,939.679,0.034,1,1,0,0,1
22.6,51.8,312.0,400.0,13111.0,19899,939.694,0.034,1,1,0,0,1
22.6,51.69,328.0,400.0,13116.0,19894,939.703,0.033,1,1,0,0,1
22.62,51.68,323.0,400.0,13112.0,19901,939.712,0.032,1,1,0,0,1
22.66,51.6,321.0,400.0,13112.0,19886,939.718,0.032,1,1,0,0,1
21.47,51.48,350.0,400.0,13092.0,19864,939.715,0.032,1,1,0,0,1
20.88,52.81,340.0,400.0,13096.0,19871,939.71,0.033,1,1,0,0,1
20.78,53.55,353.0,400.0,13097.0,19856,939.692,0.033,1,1,0,0,1
20.67,54.22,341.0,400.0,13098.0,19875,939.681,0.033,1,1,0,0,1
20.63,54.76,335.0,400.0,13098.0,19876,939.663,0.032,1,1,0,0,1
20.46,55.65,337.0,400.0,13098.0,19873,939.673,0.031,1,1,0,0,1
20.43,56.02,345.0,400.0,13095.0,19866,939.67,0.031,1,1,0,0,1
20.37,56.32,342.0,400.0,13096.0,19877,939.689,0.03,1,1,0,0,1
20.32,56.81,335.0,400.0,13102.0,19885,939.701,0.0289999999999999,1,1,0,0,1
20.26,57.04,333.0,400.0,13106.0,19879,939.689,0.0289999999999999,1,1,0,0,1
20.23,57.16,334.0,400.0,13102.0,19875,939.687,0.0289999999999999,1,1,0,0,1
20.22,57.32,339.0,400.0,13104.0,19880,939.681,0.03,1,1,0,0,1
20.19,57.45,336.0,400.0,13104.0,19875,939.682,0.031,1,1,0,0,1
20.15,57.66,328.0,400.0,13105.0,19879,939.669,0.033,1,1,0,0,1
20.13,57.73,340.0,400.0,13100.0,19870,939.661,0.034,1,1,0,0,1
20.12,57.83,331.0,400.0,13100.0,19879,939.659,0.034,1,1,0,0,1
20.09,57.9,335.0,400.0,13099.0,19874,939.67,0.035,1,1,0,0,1
20.08,57.96,342.0,400.0,13100.0,19865,939.662,0.035,1,1,0,0,1
20.06,58.04,342.0,400.0,13100.0,19872,939.657,0.036,1,1,0,0,1
20.04,58.08,331.0,400.0,13107.0,19881,939.656,0.037,1,1,0,0,1
20.04,58.15,338.0,400.0,13094.0,19872,939.641,0.037,1,1,0,0,1
20.04,58.2,351.0,400.0,13102.0,19864,939.638,0.037,1,1,0,0,1
19.99,58.3,331.0,400.0,13100.0,19869,939.638,0.036,1,1,0,0,1
19.97,58.25,341.0,400.0,13095.0,19868,939.644,0.036,1,1,0,0,1
19.97,58.36,328.0,400.0,13104.0,19876,939.64,0.035,1,1,0,0,1
19.98,58.36,332.0,400.0,13104.0,19876,939.636,0.035,1,1,0,0,1
21.19,58.46,322.0,400.0,13109.0,19890,939.641,0.034,1,1,0,0,1
21.54,57.85,304.0,400.0,13124.0,19903,939.651,0.034,1,1,0,0,1
21.71,56.92,308.0,400.0,13117.0,19901,939.663,0.033,1,1,0,0,1
21.85,56.11,321.0,400.0,13119.0,19900,939.671,0.034,1,1,0,0,1
21.94,55.34,324.0,400.0,13120.0,19892,939.654,0.035,1,1,0,0,1
22.01,54.74,324.0,400.0,13115.0,19901,939.662,0.037,1,1,0,0,1
22.09,54.25,324.0,400.0,13114.0,19881,939.664,0.037,1,1,0,0,1
22.15,53.78,325.0,400.0,13112.0,19887,939.673,0.038,1,1,0,0,1
22.19,53.41,325.0,400.0,13110.0,19884,939.659,0.038,1,1,0,0,1
22.24,53.11,323.0,400.0,13110.0,19887,939.657,0.039,1,1,0,0,1
22.28,52.88,329.0,400.0,13108.0,19877,939.649,0.039,1,1,0,0,1
22.3,52.64,323.0,400.0,13107.0,19880,939.663,0.038,1,1,0,0,1
22.36,52.46,331.0,400.0,13113.0,19885,939.66,0.038,1,1,0,0,1
22.4,52.28,330.0,400.0,13112.0,19889,939.668,0.037,1,1,0,0,1
22.43,52.16,339.0,400.0,13105.0,19871,939.666,0.036,1,1,0,0,1
22.45,52.0,325.0,400.0,13111.0,19885,939.657,0.035,1,1,0,0,1
22.51,51.91,327.0,400.0,13105.0,19875,939.654,0.034,1,1,0,0,1
22.51,51.78,325.0,400.0,13107.0,19877,939.663,0.033,1,1,0,0,1
22.52,51.68,331.0,400.0,13109.0,19885,939.66,0.033,1,1,0,0,1
22.56,51.58,336.0,400.0,13109.0,19879,939.665,0.033,1,1,0,0,1
22.57,51.49,337.0,400.0,13104.0,19878,939.678,0.033,1,1,0,0,1
22.6,51.44,323.0,400.0,13107.0,19883,939.68,0.033,1,1,0,0,1
22.62,51.27,330.0,400.0,13108.0,19888,939.664,0.034,1,1,0,0,1
22.63,51.2,328.0,400.0,13106.0,19881,939.669,0.034,1,1,0,0,1
22.66,51.13,335.0,400.0,13108.0,19882,939.668,0.034,1,1,0,0,1
22.67,51.09,335.0,400.0,13105.0,19879,939.675,0.034,1,1,0,0,1
22.7,51.01,331.0,400.0,13109.0,19877,939.673,0.034,1,1,0,0,1
22.72,50.97,346.0,400.0,13100.0,19870,939.677,0.034,1,1,0,0,1
22.7,50.93,331.0,400.0,13110.0,19874,939.676,0.034,1,1,0,0,1
21.53,50.78,357.0,400.0,13088.0,19853,939.678,0.034,1,1,0,0,1
21.12,51.4,365.0,400.0,13088.0,19854,939.669,0.034,1,1,0,0,1
20.96,52.14,368.0,400.0,13088.0,19852,939.671,0.034,1,1,0,0,1
20.84,52.9,360.0,400.0,13091.0,19859,939.674,0.034,1,1,0,0,1
20.74,53.54,348.0,400.0,13092.0,19862,939.675,0.033,1,1,0,0,1
20.68,54.09,353.0,400.0,13095.0,19862,939.674,0.033,1,1,0,0,1
20.61,54.62,342.0,400.0,13095.0,19864,939.68,0.033,1,1,0,0,1
20.57,54.94,346.0,400.0,13096.0,19862,939.687,0.033,1,1,0,0,1
20.51,55.32,355.0,400.0,13097.0,19868,939.693,0.033,1,1,0,0,1
20.46,55.58,356.0,400.0,13090.0,19850,939.703,0.032,1,1,0,0,1
20.43,55.84,349.0,400.0,13099.0,19874,939.685,0.033,1,1,0,0,1
20.39,56.07,342.0,400.0,13098.0,19874,939.681,0.033,1,1,0,0,1
20.32,56.26,350.0,400.0,13097.0,19867,939.677,0.034,1,1,0,0,1
20.33,56.43,354.0,400.0,13095.0,19866,939.678,0.034,1,1,0,0,1
20.29,56.58,344.0,400.0,13094.0,19862,939.693,0.034,1,1,0,0,1
20.29,56.72,346.0,400.0,13103.0,19867,939.691,0.034,1,1,0,0,1
20.25,56.84,340.0,400.0,13101.0,19872,939.691,0.033,1,1,0,0,1
20.22,56.94,354.0,400.0,13102.0,19870,939.687,0.033,1,1,0,0,1
20.19,57.05,341.0,400.0,13098.0,19867,939.691,0.033,1,1,0,0,1
20.18,57.12,344.0,400.0,13103.0,19868,939.699,0.032,1,1,0,0,1
20.15,57.21,348.0,400.0,13098.0,19867,939.692,0.032,1,1,0,0,1
20.16,57.28,343.0,400.0,13102.0,19868,939.691,0.032,1,1,0,0,1
20.13,57.33,350.0,400.0,13100.0,19858,939.68,0.032,1,1,0,0,1
20.09,57.4,345.0,400.0,13101.0,19875,939.68,0.032,1,1,0,0,1
20.09,57.46,344.0,400.0,13101.0,19865,939.689,0.032,1,1,0,0,1
20.06,57.51,340.0,400.0,13105.0,19873,939.692,0.032,1,1,0,0,1
20.08,57.52,344.0,400.0,13102.0,19874,939.693,0.032,1,1,0,0,1
20.05,57.59,346.0,400.0,13104.0,19868,939.696,0.031,1,1,0,0,1
20.01,57.61,340.0,400.0,13100.0,19871,939.685,0.031,1,1,0,0,1
20.01,57.65,344.0,400.0,13102.0,19876,939.69,0.031,1,1,0,0,1
21.25,57.74,320.0,400.0,13117.0,19887,939.686,0.031,1,1,0,0,1
21.63,57.13,315.0,400.0,13121.0,19903,939.69,0.032,1,1,0,0,1
21.8,56.23,314.0,400.0,13118.0,19897,939.69,0.032,1,1,0,0,1
21.93,55.4,313.0,400.0,13124.0,19898,939.682,0.033,1,1,0,0,1
21.98,54.71,322.0,400.0,13116.0,19898,939.679,0.033,1,1,0,0,1
22.05,54.06,329.0,400.0,13119.0,19883,939.669,0.032,1,1,0,0,1
22.12,53.59,317.0,400.0,13129.0,19896,939.677,0.032,1,1,0,0,1
22.18,53.12,306.0,400.0,13141.0,19908,939.688,0.032,1,1,0,0,1
22.24,52.67,294.0,400.0,13141.0,19911,939.678,0.032,1,1,0,0,1
22.25,52.24,305.0,400.0,13138.0,19916,939.68,0.033,1,1,0,0,1
22.33,51.91,300.0,400.0,13142.0,19923,939.686,0.033,1,1,0,0,1
22.38,51.55,300.0,400.0,13138.0,19919,939.68,0.033,1,1,0,0,1
22.39,51.27,299.0,400.0,13133.0,19916,939.687,0.033,1,1,0,0,1
22.4,51.04,291.0,400.0,13146.0,19918,939.688,0.033,1,1,0,0,1
22.43,50.8,291.0,400.0,13147.0,19928,939.668,0.034,1,1,0,0,1
22.48,50.59,286.0,400.0,13147.0,19926,939.667,0.035,1,1,0,0,1
22.52,50.41,288.0,400.0,13137.0,19927,939.668,0.035,1,1,0,0,1
22.51,50.27,280.0,400.0,13138.0,19934,939.669,0.036,1,1,0,0,1
22.53,50.19,275.0,400.0,13141.0,19935,939.67,0.038,1,1,0,0,1
22.56,50.01,288.0,400.0,13136.0,19928,939.668,0.038,1,1,0,0,1
22.59,49.95,282.0,400.0,13133.0,19928,939.676,0.039,1,1,0,0,1
22.57,49.85,277.0,400.0,13130.0,19931,939.673,0.039,1,1,0,0,1
22.6,49.72,285.0,400.0,13131.0,19938,939.67,0.0409999999999999,1,1,0,0,1
22.65,49.65,277.0,400.0,13129.0,19934,939.676,0.0409999999999999,1,1,0,0,1
22.66,49.59,283.0,400.0,13127.0,19929,939.68,0.04,1,1,0,0,1
22.66,49.49,287.0,400.0,13127.0,19933,939.681,0.04,1,1,0,0,1
22.67,49.43,276.0,400.0,13138.0,19938,939.676,0.039,1,1,0,0,1
22.69,49.32,275.0,400.0,13136.0,19940,939.673,0.038,1,1,0,0,1
22.73,49.24,276.0,400.0,13133.0,19946,939.665,0.038,1,1,0,0,1
22.72,49.1,275.0,400.0,13133.0,19940,939.673,0.038,1,1,0,0,1
21.56,48.94,298.0,400.0,13116.0,19912,939.677,0.038,1,1,0,0,1
21.16,49.48,301.0,400.0,13117.0,19914,939.669,0.038,1,1,0,0,1
20.98,50.19,294.0,400.0,13119.0,19912,939.67,0.038,1,1,0,0,1
20.87,50.92,292.0,400.0,13125.0,19933,939.689,0.038,1,1,0,0,1
20.77,51.49,282.0,400.0,13131.0,19931,939.692,0.037,1,1,0,0,1
20.71,51.93,287.0,400.0,13131.0,19927,939.698,0.037,1,1,0,0,1
20.64,52.3,275.0,400.0,13130.0,19933,939.697,0.037,1,1,0,0,1
20.58,52.63,269.0,400.0,13134.0,19947,939.693,0.035,1,1,0,0,1
20.53,52.9,275.0,400.0,13140.0,19939,939.683,0.035,1,1,0,0,1
20.5,53.1,266.0,400.0,13136.0,19947,939.684,0.034,1,1,0,0,1
20.46,53.31,268.0,400.0,13142.0,19950,939.687,0.034,1,1,0,0,1
20.4,53.42,259.0,400.0,13139.0,19951,939.683,0.034,1,1,0,0,1
20.36,53.61,267.0,400.0,13133.0,19948,939.676,0.034,1,1,0,0,1
20.33,53.68,265.0,400.0,13134.0,19952,939.671,0.033,1,1,0,0,1
20.3,53.76,265.0,400.0,13146.0,19960,939.678,0.033,1,1,0,0,1
20.3,53.82,257.0,400.0,13146.0,19956,939.673,0.032,1,1,0,0,1
20.26,53.9,263.0,400.0,13133.0,19945,939.667,0.032,1,1,0,0,1
20.26,53.95,268.0,400.0,13139.0,19946,939.669,0.031,1,1,0,0,1
20.2,54.01,257.0,400.0,13140.0,19952,939.681,0.031,1,1,0,0,1
20.19,54.06,264.0,400.0,13140.0,19955,939.674,0.031,1,1,0,0,1
20.19,54.11,253.0,400.0,13140.0,19958,939.676,0.031,1,1,0,0,1
20.16,54.17,256.0,400.0,13140.0,19961,939.678,0.03,1,1,0,0,1
20.15,54.2,255.0,400.0,13143.0,19963,939.685,0.03,1,1,0,0,1
20.13,54.21,257.0,400.0,13144.0,19955,939.692,0.03,1,1,0,0,1
20.12,54.26,257.0,400.0,13140.0,19953,939.698,0.031,1,1,0,0,1
20.08,54.24,264.0,400.0,13143.0,19956,939.697,0.032,1,1,0,0,1
20.08,54.23,253.0,400.0,13148.0,19962,939.708,0.032,1,1,0,0,1
20.08,54.28,261.0,400.0,13145.0,19955,939.7,0.033,1,1,0,0,1
20.06,54.31,244.0,400.0,13146.0,19962,939.684,0.034,1,1,0,0,1
20.04,54.3,251.0,400.0,13147.0,19967,939.688,0.035,1,1,0,0,1
21.22,54.38,232.0,400.0,13162.0,19985,939.676,0.035,1,1,0,0,1
21.6,53.8,227.0,400.0,13169.0,19989,939.673,0.035,1,1,0,0,1
21.81,52.96,217.0,400.0,13175.0,19994,939.665,0.034,1,1,0,0,1
21.91,52.15,232.0,400.0,13157.0,19983,939.671,0.033,1,1,0,0,1
22.0,51.51,237.0,400.0,13151.0,19975,939.685,0.032,1,1,0,0,1
22.07,50.88,239.0,400.0,13154.0,19977,939.68,0.032,1,1,0,0,1
22.12,50.42,232.0,400.0,13161.0,19988,939.677,0.031,1,1,0,0,1
22.17,49.98,242.0,400.0,13153.0,19977,939.672,0.032,1,1,0,0,1
22.24,49.62,227.0,400.0,13158.0,19985,939.674,0.032,1,1,0,0,1
22.26,49.31,238.0,400.0,13160.0,19978,939.682,0.034,1,1,0,0,1
22.32,49.03,235.0,400.0,13157.0,19984,939.682,0.035,1,1,0,0,1
22.35,48.81,239.0,400.0,13165.0,19986,939.688,0.037,1,1,0,0,1
22.38,48.57,229.0,400.0,13161.0,19982,939.686,0.038,1,1,0,0,1
22.43,48.39,221.0,400.0,13166.0,19986,939.693,0.04,1,1,0,0,1
22.45,48.19,226.0,400.0,13164.0,19989,939.693,0.04,1,1,0,0,1
22.46,48.08,229.0,400.0,13162.0,19984,939.692,0.042,1,1,0,0,1
22.51,47.94,228.0,400.0,13166.0,19990,939.678,0.042,1,1,0,0,1
22.52,47.83,229.0,400.0,13158.0,19980,939.683,0.043,1,1,0,0,1
22.52,47.68,220.0,400.0,13161.0,19986,939.696,0.044,1,1,0,0,1
22.56,47.58,224.0,400.0,13159.0,19990,939.682,0.047,1,1,0,0,1
22.57,47.49,231.0,400.0,13160.0,19988,939.683,0.047,1,1,0,0,1
22.59,47.43,237.0,400.0,13152.0,19978,939.69,0.049,1,1,0,0,1
22.62,47.28,218.0,400.0,13168.0,20000,939.695,0.05,1,1,0,0,1
22.62,47.18,223.0,400.0,13167.0,19991,939.699,0.051,1,1,0,0,1
22.63,47.1,204.0,400.0,13173.0,20006,939.7,0.052,1,1,0,0,1
22.66,46.97,210.0,400.0,13173.0,19990,939.718,0.052,1,1,0,0,1
22.69,46.9,209.0,400.0,13180.0,20012,939.717,0.052,1,1,0,0,1
22.67,46.82,216.0,400.0,13175.0,20005,939.715,0.052,1,1,0,0,1
22.72,46.75,220.0,400.0,13177.0,20009,939.716,0.052,1,1,0,0,1
21.56,46.61,214.0,400.0,13169.0,19994,939.709,0.05,1,1,0,0,1
21.15,47.05,231.0,400.0,13165.0,19989,939.694,0.05,1,1,0,0,1
20.96,47.71,221.0,400.0,13168.0,19990,939.678,0.049,1,1,0,0,1
20.84,48.36,207.0,400.0,13167.0,20000,939.683,0.049,1,1,0,0,1
20.75,49.0,216.0,400.0,13163.0,19996,939.67,0.05,1,1,0,0,1
20.67,49.49,208.0,400.0,13172.0,20012,939.674,0.05,1,1,0,0,1
20.61,49.96,200.0,400.0,13174.0,20007,939.673,0.051,1,1,0,0,1
20.57,50.35,200.0,400.0,13170.0,20004,939.666,0.052,1,1,0,0,1
20.46,50.95,211.0,400.0,13175.0,20008,939.681,0.054,1,1,0,0,1
20.43,51.2,199.0,400.0,13174.0,20018,939.673,0.055,1,1,0,0,1
20.39,51.4,196.0,400.0,13184.0,20022,939.677,0.0559999999999999,1,1,0,0,1
20.34,51.6,191.0,400.0,13183.0,20027,939.68,0.055,1,1,0,0,1
20.32,51.73,198.0,400.0,13181.0,20021,939.692,0.055,1,1,0,0,1
20.27,51.85,187.0,400.0,13190.0,20022,939.676,0.053,1,1,0,0,1
20.27,51.81,184.0,400.0,13190.0,20028,939.671,0.052,1,1,0,0,1
20.26,51.79,193.0,400.0,13189.0,20027,939.678,0.05,1,1,0,0,1
20.22,51.81,190.0,400.0,13192.0,20032,939.672,0.048,1,1,0,0,1
20.19,51.84,187.0,400.0,13187.0,20031,939.673,0.048,1,1,0,0,1
20.16,51.92,187.0,400.0,13188.0,20030,939.671,0.046,1,1,0,0,1
20.16,52.04,186.0,400.0,13192.0,20025,939.669,0.046,1,1,0,0,1
20.15,52.1,189.0,400.0,13195.0,20035,939.663,0.045,1,1,0,0,1
20.1,52.21,181.0,400.0,13192.0,20037,939.669,0.045,1,1,0,0,1
20.1,52.27,175.0,400.0,13195.0,20036,939.673,0.045,1,1,0,0,1
20.08,52.4,176.0,400.0,13198.0,20039,939.675,0.045,1,1,0,0,1
20.06,52.47,181.0,400.0,13201.0,20042,939.653,0.044,1,1,0,0,1
20.08,52.53,172.0,400.0,13205.0,20040,939.66,0.044,1,1,0,0,1
20.02,52.56,163.0,400.0,13202.0,20045,939.652,0.044,1,1,0,0,1
20.02,52.59,169.0,400.0,13205.0,20047,939.654,0.044,1,1,0,0,1
20.01,52.64,159.0,400.0,13210.0,20051,939.651,0.044,1,1,0,0,1
21.22,52.76,134.0,400.0,13230.0,20084,939.658,0.044,1,1,0,0,1
21.56,52.22,147.0,400.0,13224.0,20075,939.656,0.043,1,1,0,0,1
21.75,51.44,143.0,400.0,13230.0,20082,939.656,0.043,1,1,0,0,1
21.87,50.65,149.0,400.0,13221.0,20070,939.659,0.0409999999999999,1,1,0,0,1
21.97,50.01,144.0,400.0,13225.0,20077,939.672,0.0409999999999999,1,1,0,0,1
22.04,49.4,143.0,400.0,13219.0,20072,939.664,0.04,1,1,0,0,1
22.08,48.94,156.0,400.0,13214.0,20069,939.655,0.039,1,1,0,0,1
22.15,48.59,153.0,400.0,13218.0,20066,939.654,0.038,1,1,0,0,1
22.19,48.23,157.0,400.0,13220.0,20065,939.656,0.037,1,1,0,0,1
22.24,47.99,149.0,400.0,13220.0,20072,939.65,0.037,1,1,0,0,1
22.32,47.52,159.0,400.0,13217.0,20061,939.649,0.037,1,1,0,0,1
22.33,47.38,150.0,400.0,13216.0,20064,939.66,0.038,1,1,0,0,1
22.36,47.23,149.0,400.0,13216.0,20069,939.655,0.039,1,1,0,0,1
22.4,47.13,147.0,400.0,13219.0,20064,939.66,0.0409999999999999,1,1,0,0,1
22.43,47.03,155.0,400.0,13216.0,20071,939.658,0.043,1,1,0,0,1
22.46,46.92,152.0,400.0,13214.0,20069,939.654,0.045,1,1,0,0,1
22.51,46.85,148.0,400.0,13217.0,20065,939.653,0.046,1,1,0,0,1
22.49,46.79,156.0,400.0,13216.0,20060,939.646,0.047,1,1,0,0,1
22.52,46.74,156.0,400.0,13218.0,20064,939.647,0.048,1,1,0,0,1
22.52,46.68,144.0,400.0,13221.0,20064,939.648,0.049,1,1,0,0,1
22.55,46.54,160.0,400.0,13213.0,20063,939.652,0.049,1,1,0,0,1
22.57,46.54,154.0,400.0,13216.0,20056,939.649,0.048,1,1,0,0,1
22.57,46.53,151.0,400.0,13218.0,20068,939.659,0.048,1,1,0,0,1
22.59,46.45,155.0,400.0,13211.0,20061,939.665,0.048,1,1,0,0,1
22.62,46.42,150.0,400.0,13212.0,20062,939.668,0.046,1,1,0,0,1
22.62,46.35,153.0,400.0,13209.0,20065,939.667,0.046,1,1,0,0,1
22.65,46.36,149.0,400.0,13216.0,20061,939.657,0.044,1,1,0,0,1
22.66,46.3,157.0,400.0,13214.0,20064,939.664,0.044,1,1,0,0,1
